time,signal_time,cycle,gross_mult,realized_gross_mult,net_mult,pnl
2026-05-27 07:40:00+00:00,2026-05-27 07:35:00+00:00,USDT@binance -> AVAX@binance -> AVAX@okx -> USDT@okx,1.0006538796861377,1.000108991825613,1.000108991825613,0.1089918256129696
2026-05-27 07:45:00+00:00,2026-05-27 07:40:00+00:00,USDT@okx -> ADA@okx -> ADA@binance -> USDT@binance,1.0004164931278634,1.0,1.0,0.0
2026-05-27 07:50:00+00:00,2026-05-27 07:45:00+00:00,USDT@bybit -> LINK@bybit -> LINK@binance -> USDT@binance,1.0005308419152776,1.000318369945877,1.000318369945877,0.31837341584924606
2026-05-27 07:55:00+00:00,2026-05-27 07:50:00+00:00,USDT@binance -> AVAX@binance -> AVAX@okx -> USDT@okx,1.000544899738448,1.0001087429317093,1.0001087429317093,0.10874757900418704
2026-05-27 08:00:00+00:00,2026-05-27 07:55:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.000529717131052,1.0,1.0,0.0
2026-05-27 08:05:00+00:00,2026-05-27 08:00:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@okx -> USDT@okx,1.0003911215410188,1.0000979144227944,1.0000979144227944,0.09791967211212423
2026-05-27 08:10:00+00:00,2026-05-27 08:05:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.0005311802825878,1.0004255771890629,1.0004255771890629,0.4256041720394835
2026-05-27 08:15:00+00:00,2026-05-27 08:10:00+00:00,USDT@okx -> AVAX@okx -> AVAX@bybit -> USDT@bybit,1.000435113673447,0.9998912688920301,0.9998912688920301,-0.10874262951679833
2026-05-27 08:20:00+00:00,2026-05-27 08:15:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@binance -> USDT@binance,1.0004889019262735,1.0000977995110025,1.0000977995110025,0.09780881069969244
2026-05-27 08:25:00+00:00,2026-05-27 08:20:00+00:00,USDT@okx -> LTC@okx -> LTC@bybit -> USDT@bybit,1.0007629219912264,1.0,1.0,0.0
2026-05-27 08:30:00+00:00,2026-05-27 08:25:00+00:00,USDT@okx -> ADA@okx -> ADA@binance -> USDT@binance,1.0004151100041512,0.9995848899958488,0.9995848899958488,-0.41515353685544326
2026-05-27 08:35:00+00:00,2026-05-27 08:30:00+00:00,USDT@binance -> ADA@binance -> ADA@okx -> USDT@okx,1.0004152823920265,1.0,1.0,0.0
2026-05-27 08:40:00+00:00,2026-05-27 08:35:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.0007423117709437,1.0001060895395713,1.0001060895395713,0.10609626086670067
2026-05-27 08:45:00+00:00,2026-05-27 08:40:00+00:00,USDT@bybit -> ADA@bybit -> ADA@binance -> USDT@binance,1.0004152823920265,0.9995841995841996,0.9995841995841996,-0.41583117029390776
2026-05-27 08:50:00+00:00,2026-05-27 08:45:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.0004159733777038,1.0004164931278634,1.0004164931278634,0.41650661451061477
2026-05-27 08:55:00+00:00,2026-05-27 08:50:00+00:00,USDT@bybit -> BNB@bybit -> BNB@okx -> USDT@okx,1.0004588559192416,1.0003059975520194,1.0003059975520194,0.3060202056612327
2026-05-27 09:00:00+00:00,2026-05-27 08:55:00+00:00,USDT@okx -> ADA@okx -> ADA@binance -> USDT@binance,1.000417014178482,1.0,1.0,0.0
2026-05-27 09:05:00+00:00,2026-05-27 09:00:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@binance -> USDT@binance,1.0004908216354176,1.0001963672066765,1.0001963672066765,0.1963877533867385
2026-05-27 09:10:00+00:00,2026-05-27 09:05:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.0005333333333335,1.0001067577666274,1.0001067577666274,0.10677103372435448
2026-05-27 09:15:00+00:00,2026-05-27 09:10:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.0004178854993733,1.000418060200669,1.000418060200669,0.4181166178932886
2026-05-27 09:20:00+00:00,2026-05-27 09:15:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.000418060200669,1.0,1.0,0.0
2026-05-27 09:25:00+00:00,2026-05-27 09:20:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@okx -> USDT@okx,1.0003922337713278,1.0006875552499754,1.0006875552499754,0.6876767833844611
