time,signal_time,cycle,gross_mult,realized_gross_mult,net_mult,pnl
2026-05-27 12:20:00+00:00,2026-05-27 12:15:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.0030076494849338,0.9971392412527014,0.9965410773566816,-3.458922643318374
2026-05-27 14:05:00+00:00,2026-05-27 14:00:00+00:00,USDT@binance -> LINK@binance -> LINK@bybit -> USDT@bybit,1.001848186329339,0.9966116996103442,0.9960138521760091,-3.98476904629407
2026-05-27 22:00:00+00:00,2026-05-27 21:55:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@binance -> USDT@binance,1.0015917495600626,0.9968015454505189,0.9962035841314597,-3.7935899336151966
2026-05-27 22:05:00+00:00,2026-05-27 22:00:00+00:00,USDT@binance -> ETH@binance -> ETH@okx -> USDT@okx,1.001849825474533,0.9965492178522946,0.995951407899517,-4.044042583521959
2026-05-28 03:25:00+00:00,2026-05-28 03:20:00+00:00,USDT@binance -> SOL@binance -> SOL@okx -> USDT@okx,1.0038792312958031,0.9965049960022491,0.9959072125772752,-4.08653310157319
2026-05-28 04:10:00+00:00,2026-05-28 04:05:00+00:00,USDT@bybit -> LINK@bybit -> LINK@binance -> USDT@binance,1.0025984474555523,0.9971793733963404,0.9965811854258501,-3.412193062866367
2026-05-28 04:30:00+00:00,2026-05-28 04:25:00+00:00,USDT@bybit -> LINK@bybit -> LINK@okx -> USDT@okx,1.0012502578879738,0.9968414257780769,0.9962434405356064,-3.7480020030114467
2026-05-28 05:35:00+00:00,2026-05-28 05:30:00+00:00,USDT@okx -> LINK@okx -> LINK@bybit -> USDT@bybit,1.00148752098226,0.9967303476521818,0.9961324290432585,-3.857311044251369
2026-05-28 06:50:00+00:00,2026-05-28 06:45:00+00:00,USDT@bybit -> ADA@bybit -> ADA@binance -> USDT@binance,1.000852749038908,0.9960719212538779,0.9954743976217876,-4.511851170917484
2026-05-28 13:55:00+00:00,2026-05-28 13:50:00+00:00,USDT@bybit -> AVAX@bybit -> AVAX@binance -> USDT@binance,1.001025318052611,0.9961666241869683,0.9955690437444817,-4.415493452389766
2026-05-28 14:15:00+00:00,2026-05-28 14:10:00+00:00,USDT@okx -> DOGE@okx -> DOGE@bybit -> USDT@bybit,1.0044917808037466,0.9973134373335558,0.9967151689407897,-3.2719174987705677
2026-05-28 14:20:00+00:00,2026-05-28 14:15:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.0042298409324992,0.996504996002249,0.9959072125772751,-4.075358440743524
2026-05-28 15:25:00+00:00,2026-05-28 15:20:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.0008188704438172,0.9965049960022491,0.9959072125772752,-4.073690483166477
2026-05-28 16:15:00+00:00,2026-05-28 16:10:00+00:00,USDT@binance -> ADA@binance -> ADA@bybit -> USDT@bybit,1.0016548926224158,0.9969313995093105,0.9963333602933975,-3.6480374960772095
2026-05-28 16:50:00+00:00,2026-05-28 16:45:00+00:00,USDT@bybit -> XRP@bybit -> XRP@binance -> USDT@binance,1.0016388955194968,0.9965049960022491,0.9959072125772752,-4.070530144050961
2026-05-28 18:05:00+00:00,2026-05-28 18:00:00+00:00,USDT@okx -> ADA@okx -> ADA@bybit -> USDT@bybit,1.0024390963612586,0.9956633532691389,0.9950660747288146,-4.905085371737695
2026-05-28 21:10:00+00:00,2026-05-28 21:05:00+00:00,USDT@binance -> DOGE@binance -> DOGE@bybit -> USDT@bybit,1.0012012493675457,0.9968029048201867,0.9962049426856688,-3.77101284542562
2026-05-29 03:10:00+00:00,2026-05-29 03:05:00+00:00,USDT@bybit -> AVAX@bybit -> AVAX@okx -> USDT@okx,1.0016606848804521,0.9967281524228072,0.996130235130758,-3.8437877799311986
2026-05-29 13:40:00+00:00,2026-05-29 13:35:00+00:00,USDT@binance -> ETH@binance -> ETH@okx -> USDT@okx,1.0022314603436362,0.9967537627832511,0.9961558301280588,-3.8168869802816534
2026-05-29 14:50:00+00:00,2026-05-29 14:45:00+00:00,USDT@bybit -> ADA@bybit -> ADA@okx -> USDT@okx,1.0012646811763803,0.9965049960022491,0.9959072125772752,-4.062177868696251
2026-05-29 14:55:00+00:00,2026-05-29 14:50:00+00:00,USDT@bybit -> DOGE@bybit -> DOGE@okx -> USDT@okx,1.0028004218991453,0.9967065136960815,0.9961086093846719,-3.860706536102507
2026-05-29 15:05:00+00:00,2026-05-29 15:00:00+00:00,USDT@bybit -> AVAX@bybit -> AVAX@binance -> USDT@binance,1.0037103001165772,0.9966178760425759,0.9960200249031226,-3.947055966860153
2026-05-29 15:10:00+00:00,2026-05-29 15:05:00+00:00,USDT@bybit -> AVAX@bybit -> AVAX@okx -> USDT@okx,1.0028644580849981,0.9967305516826477,0.9961326329513305,-3.8338528497901847
